userName,score,at,content,sentiment
Sulaiman Official,5,2023-02-11 14:17:54,"terimakasih devloper,,, aplikasinya sangat membantu dan lebih cepat dlm mengakses data atau pun yg lain nya... smoga berkembang lebih baik lagi",POSITIF
Ahmad Amiruddin,5,2023-02-01 10:10:51,sangat murah,POSITIF
Joran Nekung,1,2023-02-28 23:29:37,"Buat maen game koneksi sering putus,,,, jhancok paketanahal2 90 rb.masih putus2",NEGATIF
Sniper soldomi. Romi12,5,2023-02-03 12:10:39,mantap sangat puas,POSITIF
Tarina Kuswardani,5,2023-02-23 18:53:36,promo nya admin . biar makin lancar jaya.,POSITIF
Choy Alwasbiy,5,2023-02-04 20:10:41,"cepat, mantap",POSITIF
Ahmad Firi,5,2023-02-22 07:09:37,"Di daerah saya sinyal bagus lancar tapi knpa gitu harga mahal sangat, tolong lah kasih promo kek , saya beli yg harga 50k 20gb sebulan, abis ny 1 Minggu ayy, kasih lah admin yg harga 20 ribu 50 GB kan enak anjayy kelazzz..",NETRAL
Wandy Alpriandy,5,2023-02-09 16:28:16,sangat membantu saya,POSITIF
Handi Paijo,1,2023-02-03 09:12:23,Kuata banyak yg untuk youtube.. jadi Banyak kuota terbuang sia sia.. 👎👎,NETRAL
bender asikilak,1,2023-02-03 15:42:50,"update melulu, tapi tetep leled",NEGATIF
Ukin Ukin Tasya,3,2023-02-11 08:04:47,tingkatkan lagi kwalitas y,NETRAL
Asep Kurniawan,4,2023-02-06 10:56:47,Semoga ada kontrol pulsa untuk my telkomsel Biar kalo pulsa masuk gk tersedot operator apabila tidak matikan data seluler ... Untuk sinyal dan paket data semoga lebih baik lagi jangkauan lebih luas dan lebih banyak promo 🤣 Karna Saya pelanggan setia telkomsel,NETRAL
Dian Rizki,1,2023-02-25 15:27:57,akhir2 ini sinyal jelek bangeeeet knp ya? tolong segera dperbaiki !!!,NEGATIF
Nusaybah AL baidha,5,2023-02-20 23:38:12,"berkualitas, berkelas, cepat dan jelas . no ribet ribet...",POSITIF
Rapil selan,5,2023-02-10 07:26:25,bAGUS BANGET APK NYA,POSITIF
Iskandar Lutfi,1,2023-02-06 07:37:28,"Klo jaringan udh bagus kasih bintang 5 lg, percuma kuota byk tp jaringan jelek..",NEGATIF
Hengky Parengkuan,5,2023-02-12 09:42:35,Mengapa Saya tidak bisa download aplikasi ini,NEGATIF
WRATH ______,5,2023-02-04 23:15:54,"Sebagai ucapan terima kasih karena sudah mengatasi penyedot pulsa, thanks buat kak Veronika , karyawan customer service khusus nya kak Andri dan Telkomsel juga karena sudah melindungi pulsa saya",POSITIF
Siti Jumiati17,3,2023-02-11 01:45:10,jangan mahal2,NETRAL
Mistutik,5,2023-02-10 03:32:06,cepat respon,POSITIF
Muhamad Perdiansyah,5,2023-02-10 16:16:40,MyTelkomsel bagus,POSITIF
Luffy Taro,1,2023-02-24 09:19:26,Halo min untuk pembelian paket spesial promo murahnya tidak bisa langsung dari e -wallet walo apk ini udah update beberapa kali yang bisa di beli pake dana hanya paket mahal saja tolong perbaiki supaya paket murah dan promonya bisa langsung dari e-wallet dana dan bukan dari pulsa saja,NEGATIF
Iim Sofiyan,1,2023-02-09 03:10:13,Mohon pihak TELKOMSEL perbaiki masalah jaringannya ini udah sangat menjengkelkan sekali jangan paket saja yg tambah mahal kualitasnya sangat sangat sangat sangat sangat buruk y bukan main,NEGATIF
Candra Jawara,1,2023-02-24 11:57:37,Ruwet gk sesuai dengan setatusnya hanya obral obralan aja waduuuuuuuuu pusinggggggggg,NEGATIF
Hikman Syah,1,2023-02-01 04:11:17,Makin hari kenapa makin mahal 👎👎👎👎👎,NEGATIF
Dewi Anes,5,2023-02-06 14:10:52,"lebih mudah penggunaan, dan nyaman",POSITIF
Yudha Putra,1,2023-02-03 13:30:55,Ngak usah pake kartu TELKOMSEL SINYALnya makin hari makin parah LAG nya main MOBILE LEGEND udah ngak bisa🤦🤦🤦🤦🤦🤦,NEGATIF
Fardhan Surya maulidin Dhan aja,3,2023-02-17 18:33:44,"Kak,tolong dong adakan lagi paket unlimited max nya:(",NETRAL
ovick Patriot Bangsa,5,2023-02-04 04:33:38,sinyal stabil mantap untuk area bakasi khususnya,POSITIF
Rony Waruwu,5,2023-02-02 03:16:02,Apk ini sangat bagus,POSITIF
Gabut Preak,5,2023-02-28 14:04:29,mantapp harganya klo bisa kurangin lagii rada nguras kantong bangett heheheh,NETRAL
Ahmad Sarif,5,2023-02-03 18:36:44,oke banget,POSITIF
Rizka Anifah,4,2023-02-08 02:24:35,"Telkomsel udah jadi langganan sejak dulu, karna rumah saya desa butuh operator yg jangkauan nya luas, ya telkomsel ini yang bisa. tp kok makin kesini telkomsel kalah sama oprator lain.. sering hilag hilang sinyal bahkan gak bisa akses apapun , semoga telkomsel bisa terus kasih pelayanan yg bagus buat pelnggan setia nya..",NETRAL
Lidin Asus,2,2023-02-01 11:57:37,Semoga bermanfaat,NETRAL
yusuf Andika,5,2023-02-28 13:16:55,"Sejauh ini lancar² aj gk ada kemacetan paling jaringannya kalo pas buka apk lemot,pokoknya enak lah pake apk ini jdi gk ribet,buka telepon pake kode segala tu yg paling ribet, pokoknya di update lagi dan di bagusin aja lagi apknya. Ngomong² yg ngomen lemot² paling hpnya kentang sma jaringannya wowokwkwkwkwwookwkkwkk 🤣🤣🤣🤣🤣🤣🤣",NETRAL
Rehan Garfield,2,2023-02-06 03:04:05,"Maaf min saya kasih bintang 2, soal nya kok udah ga ada lagi yak daily checkin nya?, tolong min ada in lagi dong biar semangat terus pake kartu telkomsel nya, Terima Kasih! 🙏",NETRAL
Zeni Mustofa,5,2023-02-26 23:19:30,"Fitur jaga pulsa sudah tersedia, saran saya selanjutnya untuk meng-klaim daily check in, jangan pakai pulsa, karena kerap kali pulsa habis untuk beli paket. Terima kasih.",NETRAL
Abdul Rohim,5,2023-02-20 06:07:40,"sejauh ini oke, kalau bisa saat paket habis tetap bisa buka untuk beli paket nya",POSITIF
vajar klc,5,2023-02-11 03:00:51,"Bagus, mantap",POSITIF
Mas Alun,5,2023-02-21 19:26:48,semoga lancar😅,POSITIF
Arfi Fadilah BORDIR,5,2023-02-06 14:19:56,semoga lebih baik,NETRAL
hamudji widyo,4,2023-02-28 12:40:08,agak mahal tapi jaringan bagus,NETRAL
ayu juju,1,2023-02-05 23:40:06,Paket yg tertulis di aplikasi gak bisa di beli.. sampe udah undownload juga tetep.. Kan makin ribet.. sekarang telkomsel paket juga mahal2.. pas ada yg murah tapi gak bisa di beli.. pengguna telkomsel bertaun2 padahal,NEGATIF
Zaza Que,2,2023-02-18 13:03:42,"Belum seperti apk sebelah yang selalu on terus ketika nomornya sudah tersambung di apknya dan nomor tidak ada matinya walaupun lupa tidak isi pulsa, tapi disini (my telkomsel) kalau lupa gak isi pulsa atau tidak keluar pulsa dibulan berjalan, tahu-tahu nomor hangus ... ke GraPARI malah ribet ...Hadeh ...",NEGATIF
Dewi Aprilia,1,2023-02-22 16:05:15,"Lama"" mahal..sbg pengguna lama..paket internetnya gk ada yg murah atau promo..makin kesini naik trs harga nya...dah gitu sinyal nya syuliiiiiit..apalagi kl hujan...sdh seperti jaringan lemot aja ..berhubung diperumahan sy tinggal hanya bisa pake simpati..jd terpaksa tetap pake..kl seandainya disini bisa semua jaringan mngkin sy sdh berAlih ke yg lain..makasi",NEGATIF
HADI 35,1,2023-02-27 15:28:50,"Sumpah nyesel banget sama Telkomsel yang sekarang jaringan nya buat nge game lag Sampek"" sinyal nya G mana udh mahal pula harganya tolong di perbaikin lah udah mahal masa jaringan nya kek gitu",NEGATIF
Maivel S,1,2023-02-16 23:28:23,HP booster,NETRAL
Amar Naufal,1,2023-02-02 16:06:48,Telkom babi,NEGATIF
bahtiar vivo,5,2023-02-03 14:13:29,Ringkas dan mudah digunakan dan praktis,POSITIF
Ancu Anci,1,2023-02-28 02:28:37,"Knpa sya TDK bisa terhubung ke dana..tlong dong diperbaiki lgi,g ush mmprsulit org lol",NEGATIF
Ridho Ahmad,5,2023-02-05 21:50:22,kung merekomendasikannya,NETRAL
Beesokhi waruwu Waruwu,5,2023-02-12 03:14:21,good banget,POSITIF
Rajafaidz el shidqi,1,2023-02-08 18:37:55,"BURUK! Saya pengguna Telkomsel lebih dari 5 tahun! Beberapa bulan lalu saya ubah layanan jadi kartu Halo Pascabayar ... Pelayanan buruk, Sinyal buruk, Harga paket yang MAHAL BANGET ... Sayang banget sekelas Telkomsel menawarkan pelanggan beralih ke kartu Halo dgn tagihan 111rb/perbulan buat kuota 15 GB (worth it?) Big No .. Selalu di telfonin CS tiap mau jatuh tempo tp cuma sekedar miscall udah kaya terror debt collector! Nggk pernah survei kepuasan pelanggan terkait sinyal! Maen ML aja busukk.",NEGATIF
YT• Legend,5,2023-02-08 03:06:12,permudah jangkauan untuk di pedalaman,NETRAL
Muhammad malik alfattan,4,2023-02-07 06:07:48,LlT ada ffl,NETRAL
Al - sael,1,2023-02-22 01:19:42,"My telkomsel tdk sportif, paket data yg tertera tidak bisa di akses, katanya rekomendasi, rekomendasi apa, hal ini menyebabkan pulsa sy hangus, kalo memang setiap kartu tdk sama kebijakan paket datanya maka sebaiknya setiap paket data yg tertera di aplikasi di sesuaikan dg paket data yg berlaku utk kartu tsb agar tdk marugikan konsumen",NEGATIF
Squad Royale,4,2023-02-02 16:41:29,ok mudah dan informatif tapi paket mahal jarang ada promo,NETRAL
Siti Firda,3,2023-02-09 18:39:05,amga bsa murah dan dpt hadiah,NETRAL
Anto Sapoetro,5,2023-02-09 11:39:00,sangat membantu dan memberikan pelayanan yang terbaik 👍🏻👍🏻👍🏻,POSITIF
Neng Nong,5,2023-02-17 11:32:59,memudahkan bertransaksi dan mantap bnyak hadiah dan promo,POSITIF
Anggi Setiawan,1,2023-02-07 01:37:25,"Sinyal jelek, saya ojol sering di rugikan karena jaringan buruk, dan bukan hanya saya yg mengalami bahkan semua ojol yang menggunakan telkomsel,",NEGATIF
Furqon Alatas,1,2023-02-09 15:11:51,Makin jadi aplikasi sampah loading berat sinyal full harga terus naik,NEGATIF
Widodo widodo,4,2023-02-28 05:32:30,Lebih di tingkatkan lg,NETRAL
Yopi gung Yohanis gung,5,2023-02-13 14:56:34,IRen Putra,NETRAL
Quiet,1,2023-02-06 17:59:18,"Berat, bingung mahal... yah mau gimana lagi nikmati sajalah",NEGATIF
Cobain Jakarta,1,2023-02-05 11:19:53,"Saya sudah sejak lama pakai simpati dulu murah untuk paketan data,tapi sekarang gara gara kartu saya dblokir dan saya daftar ulang malah jadi mahal bangett banget,kecewa dah telkomsel..kembalikan harga harga yang dulu..kartu saya combo sakti,kalo sistem nya masih bgni terus saya kapok pake telkomsel lagi.. By customer",NEGATIF
RAFFIK HARIRI,1,2023-02-05 14:03:40,Harga elit main game sulit,NEGATIF
Ken Arok,5,2023-02-01 13:41:45,"Aman dan nyaman bertransaksi.. Tapi sayang seribu sayang, paket internet mahal harganya😁",NETRAL
Herrol S,1,2023-02-09 11:59:53,"Apa2an skrg pke beli masa aktif,najis bet skrg telkomsel apa2 semua tmbh ribet",NEGATIF
John Fransisco Mansawan,5,2023-02-02 22:12:22,"Terbaik, pelayanannya kini sangat memuaskan. Terima kasih TELKOMSEL",POSITIF
sifra tobing,4,2023-02-11 00:09:39,"kalau boleh untk mendpt marcedes poinnya jgn trlalu banyak,,,",NETRAL
Si Alan,5,2023-02-04 04:34:29,"Dari 2018 selalu ikut telkomsel poin tp blm pernah dpt hadiah,,,🤑🤑🤑",NETRAL
Jp Harimau,5,2023-02-11 05:23:05,Gatau cuman nyoba,NETRAL
Alip Ganz,4,2023-02-21 10:08:08,Kalo sinyal si lumayaan cuma kalo buat ngegame malem suka ngelag kadang pas ujan gabisa buat nonton yt dan saran gratisan kouta lah min buat penguna baru,NETRAL
Yakhsun Abdillah,1,2023-02-02 17:37:30,KUOTA MAHAL JARINGAN ANCUR,NEGATIF
Voni Vernanda (Von),5,2023-02-01 11:58:05,saya senang memiliki aplikasi MyTelkomsel penawaran nya sangat menarik,POSITIF
iler dayak,2,2023-02-06 05:44:03,"Mohon kuota jangan mahal"" Tiap bulan kasih free biar pelanggan tetap setia Tks",NETRAL
Iskandar,5,2023-02-14 09:29:44,Mantap sekali developer,POSITIF
Irwan Soetisna,5,2023-02-05 05:58:38,"mudah, nyaman !!8",POSITIF
Adit Dit,5,2023-02-04 14:27:56,Paket gratis,POSITIF
Edi Rosidi,5,2023-02-13 10:13:11,ok telkomsel,POSITIF
Didik Sulastriyono,5,2023-02-26 09:57:06,Sangat bagus aplikasi ini dan sangat membantu apa lagi isi pulsa atau data paket baik lewat Bank king maupun lewat transaksi lainnya jangan lupa. Kartunya Telkomsel yaa,POSITIF
Pengguna Google,5,2023-02-08 15:21:59,Tetap memberikan layanan yang terbaik 👍👍👍👍👍,POSITIF
Muhamad abdulloh,5,2023-02-04 19:38:04,Aplikasi Sangat membantu. Lebih praktis dlm membeli kuota,POSITIF
Suci Ari,3,2023-02-12 07:12:44,"Tambahkan fitur scan voucher. Apa bedanya via app dengan via call kalau sama2 harus ngetik kode voucher? App punya provider tetangga sudah pakai scan, telkomsel jangan ketinggalan.",NETRAL
Zaenal Alim,5,2023-02-06 08:18:34,Telkomsel memang beda....ajip,NETRAL
Aritonang,3,2023-02-05 03:42:31,terus berusaha untuk menjadi yang terbaik dan terus belajar,NETRAL
Putra Jaya,4,2023-02-19 13:11:25,"Untuk sejauh sudah bagus, namun ada 1 kendala nih min... Saya di Mytelkomsel nya udah pangkat gold, kok reward nya ilang min, sebelum nya saya masih di tier silver masih ada disitu dapat reward 5gb bila naik ke tier gold, kok ga ada yg min😤",NETRAL
Ali Musthofa,5,2023-02-08 09:15:16,Allah...humma sholli Ala...sayyidina.. Muhammad,NETRAL
Yanto Yanto,5,2023-02-05 00:03:20,keren banget sinyalnya Sampek plosok desa,POSITIF
Maher Gultom,5,2023-02-27 04:01:52,mantap saya suka,POSITIF
Gamerina21d,1,2023-02-07 05:02:34,Kenapa sinyal telkomsel jelek sekarang ditempat saya padahal dulu 4 bar,NEGATIF
Agus Rohman,5,2023-02-10 03:37:33,cuman sinyal didaerah saya kurang full,NETRAL
Eko Nurcahyo,1,2023-02-20 14:59:27,"Tolong lah kalau dipakai main game jangan lag, perbaiki lah jaringan saya sudah lama pakai Telkomsel",NEGATIF
KDK official,5,2023-02-19 11:16:17,lebih murah,POSITIF
Asop Show,4,2023-02-27 10:47:31,murahkan harga,POSITIF
Holong Sitinjak,5,2023-02-03 23:15:30,semakin ditingkatkan terus.,NETRAL
toge ecosinergy the best,5,2023-02-06 12:36:40,telkomsel memang paling bagus sinyal nya bagus harganya bayak promo 30 tahun sya pake telkomsel top bgt gk pernah berpaling dari telkomsel saya..krennn abisssssssss👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,POSITIF
Husein Barika,1,2023-02-02 17:29:29,"Buat yang belum pakai telkomsel mending jgn pake, harga mahal tetap aja lemot jaringan nya !!",NEGATIF
GIO Saputra,5,2023-02-24 13:13:31,mantap boss,POSITIF
BANG DIMS,2,2023-02-11 18:03:30,Ga jelas bat...lelet asuuu,NEGATIF
Andi Amirah,4,2023-02-27 15:13:20,menurut sy sih Ok,POSITIF
Alvin Alvin,1,2023-02-28 00:23:30,Jaringan jelek bgt,NEGATIF
Rudi Syahputra,5,2023-02-03 09:52:15,oke keren sih cek kuota jadi simpel,POSITIF
Panjaitan Margana,5,2023-02-03 04:55:55,semoga beruntung🙏🙏,NETRAL
lord mobile,1,2023-02-02 17:55:52,snyal gk karuan,NEGATIF
ISLAHUL UMAM,1,2023-02-11 00:06:50,"Hay. My telkomsel, kenapa pulsa saya sering hilang sih... Setelah membeli paket internet tertentu masih ada sisa. Tapi setelah digunakan beberapa waktu, tiba2 pulsa sisanya habis. Ditambah sinyal empot empotan. Kalah sama sinyal sebelah berwarna kuning.",NEGATIF
Muhamd Rafli,1,2023-02-10 03:43:20,Sangat kecewa sekali sama pihak Telkomsel yang katanya sinyal kuat.baru dekat daerah padang aj udah kayak kartu axis minimal jangan produk terus di naikin Tapi kualitas sinyal nya tolong di perkuat,NEGATIF
Somari Badari,4,2023-02-05 14:19:47,cukup bagus dan puas atas semua pelayananya yg ada dlm aplikasi my telkomsel,POSITIF
Yusri Ucil077,5,2023-02-11 15:25:29,Kalau saya sih yes 👍,POSITIF
perdi ansya,1,2023-02-07 08:52:18,"apk rusak gada metode pembayaran lain selain pulsa, mohon di perbaiki apk nya",NEGATIF
Dewi Halimah,5,2023-02-07 02:33:29,jangan ragu pakai my Telkomsel beli paket data jadi lebih mudah,POSITIF
Julio yosapat si Yulio,5,2023-02-06 06:22:29,Julio 2 GB,NETRAL
Nur Khotimah,2,2023-02-02 11:32:47,Untuk sementara 2 bintang dulu,NETRAL
fadlany 2906,1,2023-02-10 05:24:36,"ini telkomsel mau bubar atau gimana ? apk sekelas bumn lelet bener, daily check-in total 22 hari, tapi baru mulai tgl 10, jd sisa waktu hanya 18 hari, mau dapat stamp 22 hari harus isi pulsa 40 ribu. sakit semua bumn di indonesia.",NEGATIF
ROMIKA I005,2,2023-02-23 00:16:06,"Agak kecewa sama telkomsel, ditawarkan tukar point dgn gratis internet 2 bulan,tp malah masuk tagihan pemakaian 3 bln sekaligus dlm 1 bulan, sementar di bulan berikut nya malah masuk lagi tagihan pemakain dibulan berjalan nya, dan gratis inyernet nya malah tidak ada, jadi rasa mau berhenti berlangganan saja 😤😤😤",NEGATIF
Dandy Radjak (Dans),5,2023-02-02 12:48:55,Telkomsel saya pelanggan setia tolonglah kalau d download jgn ksi lalot,NETRAL
Agung Puji,1,2023-02-23 17:24:46,Ngelag teruss,NEGATIF
Arifatul Afifah,5,2023-02-04 00:32:52,aplikasi sangat bermanfaat sekali,POSITIF
Ame _AU,5,2023-02-03 09:19:08,apk ini sangat baik,POSITIF
Farrel Aldevaro,1,2023-02-11 08:50:03,paketan doang mahal sinyal buruk banget,NEGATIF
Muhammad Fikri Rasyid Husein,1,2023-02-10 13:30:30,"Makin kesini daily check in makin aneh hadiahnya, udah kuota aja, gausah ini itu deh padahal jadi males ikut program nya",NEGATIF
Ria Komala,5,2023-02-28 15:07:44,mantap sangat mudah bertransaksi,POSITIF
Sandi Ikram,1,2023-02-28 23:23:27,Tidak jelas Telkomsel disuruh login malah tidak bisa login dan sekarang paket gamenya tidak semua daerah keluar daerah tidak bisa digunakan rugi banget saya. Sudah beli 150ribuh karena paketnya lebih murah buat ngegame,NEGATIF
Sulis,5,2023-02-03 04:14:33,aku sangat senang,POSITIF
Ace Suherman,3,2023-02-10 02:13:07,lumayan bisa membantu banyak pilihan nya,POSITIF
Anak Pesisir,1,2023-02-27 14:44:33,"Kuota serba mahal. Jaringan selalu lemot .. pelanggan Telkomsel itu butuh kenyamanan, buka kuota yang mahal.untuk apa kuota mahal sedangkan jaringan lemot",NEGATIF
M.fachrul Sagga,5,2023-02-02 17:41:25,semoga dapat rezeki di my Telkomsel,NETRAL
RPG 707 aldi,1,2023-02-28 12:39:17,Sinyal nya leg Mulu kalo mau bagus sinyalnya gw haru maen nya di lantai lima,NEGATIF
Fajar Kurniawan,1,2023-02-13 12:22:44,Jaringgan Telkomsel taik,NEGATIF
Yogi Pratama,1,2023-02-03 13:59:17,"Harga kuota semakin naik, kualitas sinyal semakin buruk!",NEGATIF
Jaenal Muhidin,3,2023-02-06 14:57:11,3 dulu plyter nya belum di aktifkan,NETRAL
Supar Panji,5,2023-02-01 04:45:58,Ikut program prabayar telkomsel pulsa peketan,NETRAL
Saiful Huda,5,2023-02-01 14:15:55,Fitur jaga pulsa sudah kebagian....Tks,POSITIF
Iwan Hasibuan,5,2023-02-19 04:46:34,Saya blm pernah transaksi melalui aplikasi tolong di kasi panduan,NETRAL
Muhammad Sahal,3,2023-02-10 08:09:40,Dayli check in nya kok ngk masuk akal ya,NEGATIF
Endang ganteng,2,2023-02-02 01:12:07,"Gue butuh kuota bukan yg lain"" dealy check in tolong kmbali sprti biasanya. Hot promo biasa dpt bonus ini udh gk ada????",NETRAL
Wasini Wasininingsih,5,2023-02-17 11:36:17,sangat membantu sekali..,POSITIF
NcM NanCom,5,2023-02-11 02:03:28,"Bagus sangat membantu tp app my telkomsel nya lama klo di buka..tdk sprti yg dulu,smoga kedepanya bs lbh baik",NETRAL
Prihasta Rizky,1,2023-02-02 21:42:51,Daily cek cuma 18hari ya ga dapet kuota lah gimana sih,NETRAL
Aul,3,2023-02-14 10:39:48,"Tolong tambahkan fitur kunci pulsa, terus adakan kuota harian 20mb untuk login, masa setiap beli pulsa mau paketin data di aplikasi telkom pulsa kesedot terus 5000-20000 itupun gak jelas paketanya. Dan misalkan paket data kita habis tolong jangan main asal paketin sendiri, kalo gitu kita yg rugi. Dan kalo bisa, misalkan kuota kita habis jangan di sedot pulsa, kalo mau penggunaan datanya di berhentiin jadi gak bisa akses internet kecuali masih ada paketan yg lain (aplikasi) *Terima kasih*",NEGATIF
Zhaky Ayazi,5,2023-02-19 13:19:51,semoga saya bertung,NETRAL
Delia Channel,1,2023-02-28 15:52:25,"Ngelag bener sinyalnya ampun dah buat maen game doang, paket mahal2 percuma kalo sinyal jaringan ke 3g. Padahal tinggal diperkotaan, apalagi kalo di pelosok. Tolong diperhatikan, kalo tidak ada tindak lanjutnya saya yakin pada pindah developer.",NEGATIF
Prabu Siliwangi Nur Djati,5,2023-02-04 00:44:46,mantaaaaapppp Bosque,POSITIF
Mulyoto Mulyoto,4,2023-02-19 14:53:19,Ok banyk promo,POSITIF
Mia Septiani,4,2023-02-13 10:54:33,Sejauh ini masih aman aplikasinya,POSITIF
Sono Sini,1,2023-02-10 11:53:24,aq malah seperti di jajah di tengah2 kemerdekaan negri sendiri...masa oya cek pulsa dan kuota ja hrus pakai aplikasi...iya kalau gk pakai kuota buka nya...lah ini kalo gk ad kuota buka pun gk bisa....!!!! jngankan merekomendasikan ini aplikasi...aq aja kasih satu bintang dah sangat terpaksa....,NEGATIF
tarmizi abda,5,2023-02-09 04:43:33,"Telkomsel menjadi kepercayaan dan berada di hati masyarakat dalam mengujudkan harapan cita2 lebih baik massa mendatang,trims",POSITIF
Den inun,5,2023-02-07 02:05:17,mantap dengan mudah membeli kouta,POSITIF
Khusnul Khitam,4,2023-02-10 06:33:27,Saya punya kuota YouTube. Terkadang kuota reguler terpakai ketika nonton YouTube. Mohon diperbaiki,NETRAL
Fauzan Gm,1,2023-02-06 12:28:55,Kenapa sih kok lemot amat sinyal.ceapt perbaiki dong,NEGATIF
Sugeng Sss,4,2023-02-23 10:25:10,perbaikan lagi sering keluar terus,NETRAL
Arifbil bil,5,2023-02-19 05:15:24,"semoga mendapatkan keberkahan dengan manfaat kartu Telkomsel ... buat usaha kami sekeluarga, terima kasih Telkomsel... yang selalu memberikan sinyal terbaiknya ditempat aku...",POSITIF
Aldo Marengkeng,5,2023-02-08 10:51:18,selalu yg terbaik.. walau kouta nya mahal👍👍👍,NETRAL
Rahman Rahman,5,2023-02-05 01:06:39,sgat bagus,POSITIF
Mletre Aja,5,2023-02-01 22:19:41,mudah serta praktis transaksi paketnya,POSITIF
Donny Sandi,1,2023-02-10 23:27:02,Mahal. Lemot.aplikasi ribet.ga simpel,NEGATIF
Nur Syamsi,5,2023-02-25 16:32:28,tingkakan jaringan dan harga akses diturunkan!,NETRAL
epul,5,2023-02-11 22:30:05,"sangat akurat Dan responsif. sudah pake bertahun-tahun Dan sering coba-coba pake jaringan lain tapi tetap lebih stabil, berkualitas dan luas lagi jaringan layanan yang disediakan oleh Telkomsel, walaupun sering mati lampu PLN tapi tidak berpengaruh kepada jaringan data TELKOMSEL. MANTAP.",POSITIF
War Inah,5,2023-02-10 02:58:59,baru coba sepertinya memang bagus aplikasinya,NETRAL
Suhendi 07,5,2023-02-17 05:27:27,"ok, mantap",POSITIF
rizky maulana,1,2023-02-18 02:48:39,Naik teroooss........,NEGATIF
Mutya Arba,5,2023-02-02 10:56:27,bagus aplikasinya update 👍🏻,POSITIF
Azrael Rael,1,2023-02-06 22:16:49,Paket sakti ganti aja jadi paket sakit,NEGATIF
Dian Xobe,5,2023-02-27 18:52:04,Telkomsel telkomsel.cari untung jangan keterlaluan masa cek paket aj hrus pake aplikasi..bgaimna bgi mreka yg hp nya ram nya kecil.g bisa download apk mytelkomsel...tolong dpertimbangkn supaya pelanggan telkomsel g kabur..,NEGATIF
Paramita Panuju,2,2023-02-11 10:08:04,"Program Check-in MyTelkomsel sekarang semakin tidak fair Masa 22 hari check-in agar dapat semua hadiah,,, eh ini periode programnya dihitung tidak sampai 20 hari. Ini sama dengan membohongi konsumen, mending program yang dulu periodenya lebih panjang dan fair. Tolong diperbaiki. Dan tampilannya semakin rumit, buat yang simpel seperti dulu lagi donk. Thanks",NEGATIF
MS Boyo ambal Chanel,1,2023-02-13 17:39:52,Jaringan sangat buruk,NEGATIF
Rian Toni,1,2023-02-08 10:17:57,Mau cek sisa kuota aja di paksa download aplikasi ne. Mana aplikasinya gx ky dulu. Pelanggan Bukannya di permudah malah di persulit. Padahal dari dulu selalu pake telkomsel. Aneh tapi nyata...,NEGATIF
Iqbal Tanjung,5,2023-02-09 10:59:16,apk mytelkomsel sangat menyenangkan,POSITIF
Djarum Super,5,2023-02-14 03:26:37,"Fitur di aplikasi nya udah lepkap dan ada fitur jagal fulsa jadi gak kepotong lagi, cuma keluhan nya buat masuk ke aplikasi nya lama amat jadi kayak macet gitu, tolong di perbaiki saat mau masuk aplikasi aja buat yang lainya udah bagus dan lengkap👍",NETRAL
S1onA 845ir,5,2023-02-10 00:03:30,99.9% pasti ok. yg..? ttg kwalitas sinyal da hadiah. bgi yg mampu berpeluang bgi yg /bulan ekonomi lemah sangat tipis. shrusnya planggan lama min5th.dlm 1nomer dpat kesempatan lah. di undi tersendiri dlm group. Krn lesing.pt. itu pnya puluhan no. ynh miskin terjepit klo gtu saya dkt tower petir sering ter jadi sampai tv saya rusak GK ada tanggapan dari tsel. tower pnya peredam tpi hentakan petir pasti mantul ke penduduk. tlong tsel minta benerin tv saya. harus ikut tanggung jawab,NETRAL
M humidt Ozora,1,2023-02-01 16:48:40,Gk tsu akhir akhir ini kartu Telkomsel ngellag nya parah,NEGATIF
Imam Santoso,5,2023-02-01 05:58:11,sangat membantu...,POSITIF
Rocky Simamora,5,2023-02-05 11:09:51,love this app,POSITIF
Anggara Ifan Prasetya,5,2023-02-06 01:54:58,balikin kuota gratis nya hadiah dari login setiap hari,NETRAL
Ranger Merah,1,2023-02-11 10:47:47,Mohon secepatnya diperbaiki..... sinyal lag parah kalo dibuat main game....,NEGATIF
Ahmad Gilang Dwi Cahyono,1,2023-02-06 10:38:30,Sinyal bosok,NEGATIF
Dudy Yudistira,1,2023-02-28 22:18:15,"Kartu kont*l, pemberitahuan muncul pas pemakaian internet pake pulsa, kuota abis gak ada pemberitahuan",NEGATIF
Reno Chanel 07,1,2023-02-07 00:51:11,Aplikasi mulai buruk sekarang. Yg mana bonusan paket dlu minimal 6 GB sekarang udh hilang,NEGATIF
Ayang Anissa,1,2023-02-07 14:35:32,"Cuaca cerah, jaringan gerah. Parah...",NEGATIF
sueva chan,3,2023-02-18 10:05:38,"Macam paket sangat banyak..tapi jd membingungkan. Apa bedanya yang sakti/combo sakti/ eksklusif / omg/max Mungkin bisa diinfokan atau diberi deskripsi yg lebih jelas, paket untuk apa aja dan kecepatannya apakah semua sama, sehingga pengguna tidak salah pilih. Terima kasih.",NETRAL
Anton Setiawan,5,2023-02-14 05:42:22,Inimah seru kali pribadi yg,NETRAL
Haji Ati,5,2023-02-23 00:28:46,Mantaaaaap.....,POSITIF
